KIC Teff Teff_err logg logg_err feh feh_err NoCorM NoCorM_err NoCorR NoCorR_err RGBcorM RGBcorM_err RGBcorR RGBcorR_err ClcorM ClcorM_err ClcorR ClcorR_err Phase RA DEC
 4671204 4387 100 2.112 0.014 -0.15 0.30 1.06 0.14 14.95 0.84 0.90 0.12 13.79 0.75 1.03 0.14 14.74  0.82 0 295.9125519708648 +39.7756015719281
 4671239 5224 100 2.922 0.006 -2.44 0.30 1.03 0.05  5.81 0.11 0.99 0.05  5.71 0.11 1.14 0.06  6.11  0.11 1 295.9207678170359 +39.7124342188228
 4671329 4818 100 2.590 0.011 -0.10 0.30 1.63 0.14 10.72 0.33 1.50 0.13 10.28 0.31 1.65 0.14 10.79  0.33 2 295.9382655764315 +39.7885797216272
 4671738 4897 100 2.831 0.009 -0.43 0.30 2.14 0.14  9.31 0.23 1.98 0.13  8.95 0.22 2.16 0.15  9.35  0.23 2 296.0319781295866 +39.7528433184732
 4671957 4567 159 2.155 0.022 -0.10 0.30 0.70 0.11 11.58 0.65 0.61 0.10 10.81 0.61 0.70 0.11 11.63  0.66 2 296.0729670849100 +39.7055998636044
 4672129 4681 100 2.994 0.008 -0.54 0.30 1.03 0.07  5.36 0.13 0.87 0.05  4.93 0.12 0.99 0.06  5.25  0.13 1 296.1048354235105 +39.7284477002267
 4672583 4797  80 2.443 0.008 -0.12 0.15 1.45 0.10 11.98 0.33 1.33 0.09 11.45 0.31 1.47 0.10 12.04  0.33 2 296.1970981973560 +39.7054436808578
 4672904 4903 100 2.679 0.007 -0.43 0.15 1.30 0.07  8.63 0.16 1.18 0.06  8.24 0.16 1.31 0.07  8.69  0.17 1 296.2616164077888 +39.7069800695288
 4673368 4350  87 2.437 0.045  0.00 0.30 1.36 0.65 11.68 2.41 1.19 0.55 10.90 2.19 1.33 0.63 11.56  2.37 2 296.3554637259309 +39.7577906298031
 4673612 4822 145 3.007 0.009 -0.90 0.30 1.15 0.07  5.58 0.13 0.98 0.06  5.15 0.11 1.10 0.07  5.46  0.12 1 296.400940 +39.750938
 4673723 4781 156 2.509 0.014 -0.49 0.30 1.95 0.28 12.88 0.79 1.74 0.25 12.17 0.73 1.92 0.27 12.76  0.78 2 296.4210957550846 +39.7007997210845
 4678118 4838  80 2.781 0.006 -0.44 0.15 1.17 0.06  7.27 0.13 1.04 0.05  6.87 0.12 1.16 0.06  7.26  0.13 1 297.2708159535588 +39.7170209490551
 4678610 4911  80 3.192 0.006  0.12 0.15 1.67 0.08  5.42 0.10 1.60 0.08  5.31 0.10 1.70 0.08  5.47  0.10 1 297.3714329430070 +39.7348271408860
 4680242 4983 174 2.768 0.013 -0.32 0.30 1.57 0.17  8.57 0.36 1.48 0.16  8.32 0.34 1.61 0.17  8.69  0.36 1 297.6864077600412 +39.7833770177556
 4680467 4994 158 3.126 0.011 -0.49 0.30 1.82 0.14  6.11 0.17 1.70 0.13  5.90 0.16 1.86 0.15  6.19  0.17 1 297.7239332805323 +39.7305464032747
 4680570 4910  80 2.600 0.009  0.18 0.15 1.71 0.11 10.84 0.26 1.65 0.11 10.64 0.26 1.74 0.11 10.95  0.27 2 297.7403193891420 +39.7489199337214
 4680912 4638  80 2.794 0.006  0.37 0.15 1.41 0.07  7.88 0.14 1.30 0.06  7.58 0.14 1.41 0.07  7.88  0.14 1 297.803680 +39.736500
 4681356 4710 164 2.583 0.014 -0.36 0.30 1.83 0.21 11.44 0.51 1.63 0.18 10.81 0.47 1.80 0.20 11.36  0.50 2 297.8970320910959 +39.7096842885453
 4682420 4827  80 3.019 0.007  0.23 0.15 1.60 0.09  6.49 0.13 1.53 0.08  6.33 0.12 1.63 0.09  6.54  0.13 1 298.0937297728445 +39.7937192174785
 4725874 4894 148 2.658 0.009  0.09 0.30 1.49 0.10  9.48 0.23 1.43 0.10  9.28 0.23 1.51 0.10  9.54  0.24 1 283.9584946505513 +39.8483168702164
 4726049 5003  80 3.312 0.007 -0.09 0.15 1.35 0.07  4.25 0.08 1.32 0.07  4.20 0.08 1.37 0.07  4.28  0.08 1 284.0354305109587 +39.8753194007866
 4726251 4850 153 2.433 0.009 -1.80 0.30 1.06 0.11 10.34 0.46 0.87 0.09  9.41 0.40 1.00 0.10 10.04  0.44 2 284.1335110301253 +39.8306387089295
 4726675 4938 145 2.764 0.008 -0.33 0.30 1.24 0.08  7.66 0.17 1.16 0.07  7.41 0.16 1.26 0.08  7.72  0.17 1 284.3299368064454 +39.8723124369361
 4726902 4902 142 3.255 0.009 -2.44 0.30 1.05 0.07  4.00 0.09 0.90 0.06  3.70 0.09 1.03 0.07  3.95  0.09 1 284.4283010815855 +39.8327823003904
 4727024 4798 145 2.338 0.051 -0.40 0.30 0.98 0.36 11.08 1.41 0.87 0.32 10.45 1.33 0.97 0.35 11.03  1.40 2 284.4947581325571 +39.8727707151333
 4727044 4965 147 2.368 0.017 -0.26 0.30 1.05 0.13 11.09 0.53 1.02 0.13 10.93 0.52 1.05 0.14 11.13  0.53 2 284.5054343592017 +39.8093140257844
 4729563 4971 154 2.328 0.016 -0.64 0.30 0.92 0.16 10.90 0.82 0.86 0.15 10.52 0.78 0.93 0.16 10.95  0.82 2 285.7318739565313 +39.8665701511589
 4729586 4686 100 2.386 0.010 -0.32 0.15 1.53 0.11 13.11 0.33 1.34 0.10 12.31 0.31 1.50 0.11 13.00  0.33 1 285.7433010614221 +39.8655451377995
 4729920 4828  80 3.098 0.006 -0.68 0.15 1.00 0.05  4.68 0.08 0.87 0.04  4.36 0.08 0.97 0.05  4.61  0.08 1 285.8895115776195 +39.8335865245322
 4729986 5009 151 2.382 0.020 -0.29 0.30 0.83 0.13  9.70 0.57 0.85 0.13  9.81 0.57 0.84 0.13  9.76  0.57 2 285.9192182996200 +39.8156870112070
 4730648 4898 148 3.044 0.008 -0.77 0.30 1.10 0.07  5.23 0.12 0.98 0.06  4.92 0.11 1.10 0.07  5.21  0.11 1 286.1991889299193 +39.8601738844357
 4731118 4718  80 2.763 0.007 -0.54 0.15 1.08 0.06  7.16 0.14 0.93 0.05  6.62 0.13 1.04 0.05  7.03  0.13 1 286.4089712598122 +39.8631161626609
 4731125 4598 160 2.637 0.011 -0.02 0.30 1.25 0.17  8.91 0.56 1.11 0.15  8.38 0.51 1.25 0.17  8.89  0.55 2 286.4122454844234 +39.8655378089617
 4731138 4973  80 3.271 0.006 -0.34 0.15 1.11 0.05  4.04 0.07 1.06 0.05  3.95 0.07 1.13 0.05  4.07  0.07 1 286.4183337760720 +39.8763438485267
 4731934 4736 165 2.356 0.013 -0.28 0.30 1.03 0.10 11.17 0.38 0.92 0.09 10.52 0.36 1.02 0.10 11.11  0.38 2 286.7906102692042 +39.8444548632567
 4732137 4845  80 3.180 0.006  0.19 0.15 1.31 0.06  4.87 0.08 1.26 0.06  4.79 0.08 1.32 0.06  4.89  0.09 1 286.8832576811445 +39.8166853408124
 4735830 5064 158 3.033 0.009 -0.28 0.30 1.51 0.10  6.20 0.15 1.46 0.10  6.09 0.14 1.55 0.10  6.28  0.15 1 288.3964731419037 +39.8644284729647
 4735859 4611  80 2.622 0.007  0.27 0.15 1.48 0.08  9.83 0.19 1.35 0.07  9.39 0.18 1.49 0.08  9.89  0.19 1 288.4081911457248 +39.8879550193686
 4736439 5156 170 2.616 0.009 -1.27 0.30 1.09 0.07  8.52 0.21 1.04 0.07  8.31 0.20 1.10 0.07  8.53  0.21 1 288.6195525222254 +39.8569494809796
 4736470 4624 161 2.653 0.012 -0.06 0.30 1.51 0.14  9.58 0.31 1.34 0.12  9.05 0.29 1.50 0.13  9.57  0.31 1 288.6282406937450 +39.8463139991836
 4736564 5262 184 3.272 0.010 -0.22 0.30 1.25 0.09  4.28 0.11 1.30 0.10  4.36 0.12 1.27 0.09  4.31  0.11 1 288.6668912764405 +39.8512983681233
 4736611 4872  80 2.876 0.007 -0.07 0.15 1.72 0.09  7.92 0.15 1.61 0.08  7.66 0.14 1.76 0.09  8.01  0.15 1 288.6826510370267 +39.8817926573710
 4737442 4827  80 2.425 0.012 -0.22 0.15 1.15 0.10 10.89 0.36 1.05 0.10 10.43 0.34 1.15 0.11 10.90  0.36 2 288.9769740902170 +39.8615165192621
 4737850 4411 154 1.764 0.013 -0.32 0.30 1.33 0.22 25.07 1.87 1.16 0.18 23.39 1.69 1.29 0.21 24.68  1.82 0 289.0970520067508 +39.8867809715606
 4737942 4562  80 2.286 0.008 -0.54 0.15 1.16 0.07 12.82 0.29 0.99 0.06 11.84 0.26 1.11 0.07 12.54  0.28 1 289.1197150340906 +39.8280791589683
 4738030 4789 143 2.418 0.013  0.12 0.30 1.24 0.12 11.38 0.41 1.17 0.11 11.08 0.39 1.24 0.12 11.42  0.41 2 289.1484417744762 +39.8666700024522
 4738255 4571  80 2.082 0.009 -0.79 0.15 1.15 0.09 16.13 0.48 0.96 0.07 14.80 0.43 1.07 0.08 15.60  0.46 1 289.2156333179815 +39.8049072416255
 4738308 4949 154 2.505 0.011 -0.10 0.30 1.57 0.13 11.60 0.33 1.49 0.12 11.32 0.33 1.60 0.13 11.71  0.34 1 289.2354968572021 +39.8580882782231
 4738539 4397  80 2.756 0.007  0.34 0.15 1.37 0.07  8.12 0.16 1.21 0.06  7.63 0.15 1.36 0.07  8.09  0.16 1 289.3133974259519 +39.8878461241166
 4738610 4386  80 1.858 0.030  0.05 0.15 1.61 0.35 24.72 1.86 1.43 0.31 23.28 1.74 1.59 0.34 24.56  1.84 1 289.3350158343845 +39.8582128483197
 4738693 5008  80 3.320 0.007 -0.23 0.15 1.18 0.06  3.93 0.08 1.15 0.06  3.88 0.08 1.19 0.06  3.95  0.08 1 289.3615018652388 +39.8546868167339
 4738749 5171 173 2.928 0.009 -0.21 0.30 1.57 0.10  7.12 0.16 1.57 0.10  7.12 0.16 1.61 0.10  7.21  0.17 1 289.3814584143233 +39.8832537909672
 4738764 4666  80 2.435 0.011  0.20 0.15 1.32 0.11 11.55 0.35 1.22 0.10 11.08 0.34 1.34 0.11 11.61  0.35 2 289.3888286877655 +39.8787443250229
 4738932 5073 150 3.189 0.010 -0.53 0.30 1.20 0.09  4.63 0.12 1.15 0.08  4.53 0.12 1.24 0.09  4.68  0.12 1 289.4413023510171 +39.8847936902461
 4739016 5099 158 2.426 0.011 -0.22 0.30 1.07 0.09 10.49 0.34 1.09 0.09 10.59 0.35 1.08 0.09 10.52  0.34 2 289.4645877747108 +39.8374911248488
 4739284 5037 158 2.457 0.011 -0.14 0.30 1.30 0.15 11.17 0.56 1.29 0.15 11.10 0.55 1.32 0.15 11.25  0.56 2 289.5525548321399 +39.8368601407756
 4739638 5208 169 2.403 0.012 -0.23 0.30 1.25 0.13 11.62 0.46 1.28 0.13 11.77 0.47 1.26 0.13 11.69  0.46 2 289.6639150909155 +39.8046120605836
 4739728 4759  80 2.374 0.014  0.02 0.15 1.45 0.15 12.94 0.50 1.33 0.14 12.43 0.48 1.46 0.15 13.02  0.50 2 289.6902564785310 +39.8683389420815
 4740400 4989 152 2.610 0.009 -0.05 0.30 1.42 0.10  9.77 0.24 1.38 0.09  9.64 0.23 1.44 0.10  9.85  0.24 1 289.883880 +39.840919
 4740486 4898 148 2.403 0.011  0.04 0.30 1.19 0.10 11.34 0.36 1.16 0.10 11.20 0.35 1.19 0.10 11.37  0.36 2 289.9106035242613 +39.8070211206294
 4741000 4925 154 2.471 0.016  0.17 0.30 1.31 0.15 11.04 0.44 1.30 0.15 10.97 0.44 1.33 0.15 11.09  0.44 2 290.0529291897725 +39.8762951996742
 4741003 5236 165 3.140 0.008 -0.64 0.30 1.10 0.07  4.67 0.11 1.11 0.07  4.70 0.11 1.13 0.07  4.73  0.11 1 290.0546752396458 +39.8683401769506
 4741085 4999 162 2.350 0.014 -0.05 0.30 1.41 0.15 13.15 0.52 1.38 0.15 13.00 0.52 1.43 0.15 13.25  0.53 2 290.0771933091279 +39.8933237703928
 4741317 5275 175 2.424 0.013 -0.14 0.30 1.06 0.11 10.47 0.42 1.12 0.11 10.75 0.43 1.07 0.11 10.50  0.42 2 290.1463948742726 +39.8523273582830
 4741688 5026 153 2.386 0.012 -1.01 0.30 0.67 0.09  8.70 0.50 0.63 0.08  8.45 0.48 0.72 0.09  8.99  0.52 2 290.2478472805808 +39.8136301007019
 4741931 4789  80 2.497 0.012  0.10 0.15 1.43 0.14 11.18 0.42 1.34 0.13 10.82 0.40 1.45 0.14 11.25  0.42 2 290.3108058452810 +39.8403343896114
 4742301 5246 167 2.433 0.010 -0.32 0.30 1.11 0.09 10.61 0.34 1.15 0.09 10.80 0.35 1.13 0.09 10.68  0.35 2 290.4195590769389 +39.8533738110868
 4742356 4956  80 2.574 0.009  0.08 0.15 1.94 0.14 11.93 0.33 1.88 0.13 11.73 0.33 1.99 0.14 12.07  0.34 2 290.4335664939671 +39.8604266881871
 4742471 4989 154 2.678 0.010 -0.13 0.30 1.66 0.12  9.77 0.24 1.58 0.11  9.55 0.24 1.69 0.12  9.87  0.24 1 290.4676752378342 +39.8826459491328
 4742915 5133 158 2.547 0.015 -0.10 0.30 2.04 0.22 12.58 0.48 2.04 0.22 12.58 0.48 2.10 0.23 12.78  0.49 2 290.6090933499958 +39.8795001141578
 4743066 4835  80 2.357 0.018 -0.41 0.15 1.06 0.26 11.33 1.29 0.95 0.23 10.72 1.19 1.06 0.26 11.31  1.29 2 290.6661258317579 +39.8662062661414
 4743386 4942 150 2.588 0.009 -0.21 0.30 1.36 0.09  9.81 0.23 1.29 0.08  9.54 0.22 1.38 0.09  9.90  0.23 1 290.7801136515633 +39.8515068433778
 4743924 4939  80 2.921 0.007  0.34 0.15 2.21 0.12  8.52 0.17 2.21 0.12  8.52 0.17 2.24 0.12  8.59  0.17 2 290.9413784077001 +39.8659227548363
 4743972 5091 169 2.420 0.015  0.11 0.30 1.36 0.16 11.92 0.53 1.39 0.16 12.05 0.54 1.38 0.16 12.00  0.54 2 290.9576323917171 +39.8998014647908
 4749874 4682  80 3.161 0.006  0.35 0.15 1.40 0.07  5.15 0.09 1.31 0.06  4.98 0.09 1.40 0.07  5.16  0.09 1 292.7412888248064 +39.8756179934745
 4750410 4972  80 3.232 0.006 -0.43 0.15 1.07 0.05  4.14 0.08 1.01 0.05  4.03 0.08 1.09 0.06  4.18  0.08 1 292.8923421515470 +39.8420074020556
 4750456 4643  80 2.647 0.008 -0.11 0.15 1.20 0.07  8.60 0.18 1.06 0.06  8.08 0.17 1.19 0.07  8.56  0.18 1 292.9057268078162 +39.8896504415361
 4750605 4868 152 2.414 0.013 -0.23 0.30 1.20 0.38 11.24 1.76 1.11 0.35 10.83 1.66 1.21 0.38 11.29  1.77 2 292.9467346223459 +39.8881243797364
 4750765 5007 159 2.366 0.016 -0.23 0.30 0.71 0.10  9.13 0.51 0.75 0.10  9.39 0.53 0.72 0.10  9.22  0.51 2 292.993710 +39.871078
 4750821 4942 151 2.536 0.010 -0.49 0.30 1.57 0.12 11.20 0.31 1.44 0.11 10.73 0.30 1.60 0.12 11.31  0.32 2 293.0147349610010 +39.8575176698067
 4750825 5128  80 2.965 0.006  0.14 0.15 1.82 0.09  7.35 0.13 1.84 0.09  7.40 0.13 1.86 0.09  7.43  0.14 1 293.0153900846028 +39.8995628344465
 4750962 5246 185 3.291 0.010  0.09 0.30 1.49 0.11  4.58 0.12 1.56 0.12  4.68 0.13 1.51 0.11  4.61  0.12 1 293.0553362573600 +39.8400603583022
 4751763 4839 147 2.442 0.010  0.12 0.30 1.26 0.10 11.18 0.35 1.21 0.10 10.96 0.34 1.27 0.10 11.23  0.35 2 293.2636028031050 +39.8672927111081
 4751953 4722  80 2.242 0.012 -0.46 0.15 0.76 0.09 10.95 0.53 0.66 0.07 10.16 0.48 0.75 0.09 10.87  0.53 2 293.3222382372117 +39.8054112302157
 4752106 4759 145 2.627 0.010  0.01 0.30 1.62 0.15 10.25 0.41 1.49 0.14  9.83 0.39 1.64 0.16 10.31  0.42 1 293.3615182981196 +39.8673313662797
 4753224 4594  80 2.654 0.010 -0.00 0.15 1.25 0.10  8.73 0.24 1.11 0.09  8.22 0.22 1.25 0.10  8.72  0.24 1 293.6528433013032 +39.8678950860513
 4753388 4779 145 2.488 0.016  0.15 0.30 1.40 0.21 11.19 0.68 1.32 0.19 10.85 0.65 1.42 0.21 11.26  0.68 2 293.6923616787250 +39.8590359852858
 4753416 4982 161 2.454 0.018 -0.37 0.30 1.09 0.18 10.24 0.70 1.04 0.17 10.01 0.68 1.11 0.18 10.32  0.71 2 293.7002546456445 +39.8207530749656
 4753723 4964 156 2.486 0.011  0.01 0.30 1.45 0.12 11.38 0.37 1.40 0.12 11.20 0.37 1.46 0.13 11.45  0.38 2 293.7784729354491 +39.8202260366547
 4754348 4648  80 2.612 0.012 -0.12 0.15 1.38 0.14  9.63 0.39 1.23 0.12  9.08 0.36 1.37 0.14  9.60  0.38 1 293.9318266223391 +39.8361664426052
 4754881 4929  80 2.793 0.009  0.20 0.15 2.19 0.15  9.85 0.24 2.16 0.15  9.77 0.24 2.25 0.16  9.97  0.25 2 294.0700279974528 +39.8457297234639
 4754913 4612  80 2.871 0.009  0.46 0.15 1.37 0.09  7.11 0.19 1.24 0.08  6.77 0.18 1.35 0.09  7.05  0.19 1 294.0774904497600 +39.8746748287497
 4755118 4876 154 2.424 0.010 -0.78 0.30 1.10 0.08 10.68 0.27 0.97 0.07  9.99 0.25 1.09 0.08 10.59  0.27 2 294.1268891036998 +39.8605834998416
 4755272 4824 146 2.452 0.018  0.08 0.30 1.65 0.59 12.63 2.20 1.55 0.55 12.24 2.10 1.68 0.61 12.74  2.23 2 294.1668019445480 +39.8179949595919
 4755295 5106 167 2.441 0.011 -0.27 0.30 1.27 0.17 11.22 0.70 1.26 0.17 11.18 0.70 1.29 0.18 11.30  0.71 2 294.1726358360936 +39.8296883506141
 4755372 4841  80 3.070 0.006 -0.14 0.15 1.32 0.06  5.54 0.10 1.22 0.06  5.34 0.09 1.33 0.06  5.58  0.10 1 294.1897223473508 +39.8710331403773
 4755467 4903 100 2.485 0.010 -0.19 0.15 1.25 0.10 10.61 0.30 1.18 0.09 10.29 0.29 1.27 0.10 10.67  0.30 2 294.2155766044141 +39.8318016245355
 4755528 4507 134 2.109 0.041 -0.06 0.30 1.53 0.47 18.06 2.01 1.36 0.41 17.00 1.87 1.51 0.46 17.96  1.99 0 294.2330047102688 +39.8609299943244
 4755560 4650  80 2.596 0.008  0.07 0.15 1.38 0.08  9.79 0.21 1.25 0.07  9.31 0.19 1.39 0.08  9.82  0.21 1 294.2429568303559 +39.8883701145437
 4755586 5078 170 2.455 0.026  0.04 0.30 1.39 0.45 11.56 1.72 1.41 0.46 11.62 1.73 1.41 0.46 11.64  1.73 2 294.2499956505355 +39.8374292347867
 4755614 5102 165 2.566 0.010  0.15 0.30 1.26 0.09  9.68 0.26 1.30 0.10  9.83 0.27 1.27 0.09  9.72  0.26 2 294.2582128679661 +39.8692339662411
 4755968 5025 162 2.369 0.021 -0.32 0.30 0.93 0.14 10.41 0.59 0.93 0.14 10.43 0.59 0.93 0.14 10.46  0.59 2 294.3428246605914 +39.8068704592286
 4756133 5152  80 2.831 0.013  0.11 0.15 3.89 0.37 12.55 0.42 4.45 0.42 13.43 0.45 4.51 0.43 13.51  0.45 2 294.3831418959551 +39.8449440190752
 4756219 4603  80 2.616 0.020 -0.10 0.15 1.24 0.17  9.07 0.44 1.09 0.15  8.50 0.41 1.23 0.17  9.02  0.44 1 294.4051101463488 +39.8021783998890
 4756445 5097  80 2.803 0.009 -0.03 0.15 2.99 0.20 11.36 0.28 3.17 0.21 11.69 0.29 3.26 0.22 11.86  0.30 2 294.4660341184328 +39.8294631219111
 4756600 4977 174 2.614 0.012 -0.06 0.30 1.73 1.20 10.75 3.72 1.66 1.14 10.53 3.60 1.77 1.24 10.88  3.78 2 294.5038513795713 +39.8884841320200
 4756681 5031 159 2.545 0.011 -0.02 0.30 1.84 0.14 11.99 0.34 1.79 0.14 11.83 0.34 1.89 0.15 12.14  0.35 2 294.5246575486190 +39.8826433485823
 4756746 4834  80 3.086 0.006  0.32 0.15 1.57 0.07  5.94 0.10 1.51 0.07  5.83 0.10 1.59 0.08  5.98  0.11 1 294.5410815042208 +39.8579705227137
 4756934 4485 100 1.839 0.016 -0.37 0.15 1.08 0.13 20.74 0.95 0.92 0.11 19.13 0.87 1.04 0.13 20.37  0.93 1 294.5912784202654 +39.8305871648692
 4757071 4743  80 2.696 0.007  0.22 0.15 1.92 0.10 10.28 0.20 1.79 0.09  9.95 0.19 1.95 0.10 10.38  0.20 1 294.6247862680469 +39.8670810481049
 4757192 4717 100 2.373 0.012  0.36 0.30 0.85 0.09  9.91 0.46 0.85 0.10  9.96 0.46 0.85 0.09  9.91  0.46 2 294.6558378312712 +39.8955891292301
 4757271 4678 100 2.411 0.014  0.36 0.30 1.31 0.14 11.82 0.45 1.23 0.13 11.44 0.43 1.31 0.14 11.82  0.45 2 294.6747916516567 +39.8735679406991
 4757638 4638 100 2.640 0.008  0.40 0.30 1.29 0.08  9.01 0.20 1.20 0.07  8.67 0.19 1.30 0.08  9.02  0.20 1 294.7535481439194 +39.8686424839983
 4758008 5110 100 2.577 0.008 -0.89 0.30 1.07 0.06  8.80 0.19 1.02 0.06  8.59 0.19 1.08 0.06  8.87  0.19 1 294.8466349964203 +39.8286953194778
 4758020 5036 100 2.903 0.013  0.05 0.30 2.71 0.26  9.64 0.34 2.78 0.27  9.76 0.35 2.83 0.28  9.85  0.35 2 294.8493887631302 +39.8772095440780
 4758200 4728 100 2.485 0.008  0.81 0.30 1.64 0.10 12.15 0.26 1.55 0.09 11.78 0.26 1.67 0.10 12.24  0.27 1 294.8938362455185 +39.8025339592893
 4758217 4701 100 2.240 0.019  0.22 0.30 0.92 0.13 12.03 0.65 0.89 0.13 11.84 0.64 0.92 0.13 12.04  0.65 2 294.8984812317458 +39.8800445228225
 4758222 4590 100 2.294 0.015  0.40 0.30 1.48 0.22 14.38 0.92 1.38 0.20 13.86 0.87 1.51 0.23 14.48  0.93 2 294.9001058654223 +39.8862216805397
 4758269 5087 177 2.788 0.028  0.12 0.30 1.86 0.37  9.12 0.62 1.87 0.37  9.13 0.62 1.91 0.38  9.23  0.62 1 294.9129248333217 +39.8443282362997
 4758467 4838 100 2.524 0.010  0.43 0.30 1.51 0.11 11.13 0.29 1.47 0.11 10.96 0.29 1.51 0.11 11.11  0.29 2 294.9625123963857 +39.8616339773459
 4758603 4692 100 2.771 0.007  0.67 0.30 1.31 0.07  7.81 0.15 1.23 0.07  7.55 0.15 1.30 0.07  7.76  0.15 1 294.9965454173516 +39.8928493400480
 4759104 4573 100 2.594 0.008  0.51 0.30 1.40 0.08  9.89 0.22 1.29 0.08  9.48 0.21 1.40 0.08  9.88  0.22 1 295.1078503080738 +39.8793847756444
 4760345 4745 141 2.355 0.015  0.30 0.30 1.77 0.41 14.66 1.59 1.67 0.38 14.22 1.52 1.81 0.42 14.80  1.61 2 295.4014399574986 +39.8472138292941
 4760427 4965 165 2.492 0.011 -0.96 0.30 1.43 0.16 11.25 0.54 1.29 0.14 10.68 0.50 1.44 0.16 11.30  0.54 2 295.4190525030113 +39.8483576255343
 4760564 4924 159 2.634 0.014 -0.18 0.30 2.18 0.22 11.78 0.41 2.07 0.20 11.47 0.40 2.23 0.22 11.93  0.42 2 295.4452259175554 +39.8650458794143
 4760954 4825 100 2.564 0.010  0.13 0.15 1.56 0.13 10.79 0.34 1.47 0.12 10.49 0.33 1.58 0.13 10.88  0.35 2 295.5246149415337 +39.8832978856714
 4761015 4606 130 3.167 0.010 -0.23 0.30 1.07 0.08  4.47 0.13 0.93 0.07  4.16 0.12 1.04 0.08  4.42  0.13 1 295.5379476201726 +39.8057284815130
 4761037 5047  80 2.882 0.010  0.10 0.15 2.14 0.15  8.77 0.23 2.14 0.15  8.77 0.23 2.20 0.16  8.90  0.23 2 295.5420058621835 +39.8989170688057
 4761301 5223 175 2.419 0.010 -0.72 0.30 0.84 0.14  9.35 0.73 0.86 0.14  9.48 0.75 0.87 0.14  9.51  0.75 2 295.5993598415328 +39.8833533735934
 4761571 4667 100 2.703 0.013 -0.30 0.30 1.40 0.17  8.71 0.44 1.23 0.15  8.17 0.41 1.37 0.17  8.63  0.44 1 295.6535304993348 +39.8166231536955
 4762423 4696 100 2.654 0.011  0.03 0.30 1.41 0.13  9.26 0.31 1.28 0.11  8.83 0.29 1.42 0.13  9.30  0.31 1 295.8194929457658 +39.8053537100552
 4762459 4793 100 2.357 0.010 -0.59 0.30 0.73 0.10  9.39 0.58 0.63 0.08  8.74 0.53 0.72 0.10  9.32  0.58 2 295.8256833440715 +39.8903043076395
 4762516 5127 100 2.550 0.011 -0.67 0.30 1.58 0.13 11.03 0.34 1.50 0.13 10.77 0.33 1.63 0.14 11.23  0.34 2 295.8386160068081 +39.8311799068263
 4763063 5113 100 2.906 0.010 -0.02 0.30 2.70 0.20  9.60 0.26 2.82 0.21  9.80 0.26 2.84 0.21  9.84  0.27 2 295.9471583076030 +39.8855460831019
 4763296 4741 100 2.952 0.009  0.11 0.30 2.02 0.13  7.86 0.18 1.87 0.12  7.58 0.17 2.05 0.13  7.92  0.18 1 295.9904423919834 +39.8777625392291
 4763631 4684 100 3.062 0.007 -0.17 0.30 1.27 0.07  5.51 0.10 1.13 0.06  5.18 0.10 1.26 0.06  5.48  0.10 1 296.0563728399512 +39.8076149068248
 4764420 4836 100 2.507 0.011  0.15 0.15 1.48 0.13 11.25 0.36 1.41 0.12 10.97 0.35 1.50 0.13 11.33  0.37 2 296.2151689959817 +39.8232854488149
 4764422 4871 100 2.415 0.013 -0.15 0.15 1.16 0.22 11.08 0.96 1.10 0.20 10.75 0.92 1.17 0.22 11.11  0.97 2 296.2155079214795 +39.8480163825451
 4764559 4598  80 2.674 0.008  0.34 0.15 1.54 0.09  9.47 0.21 1.41 0.08  9.05 0.19 1.56 0.09  9.51  0.21 1 296.2431925950090 +39.8066495575929
 4768054 4470 156 2.142 0.015 -0.18 0.30 1.34 0.24 16.29 1.33 1.17 0.21 15.21 1.20 1.31 0.24 16.10  1.30 0 296.9580627933272 +39.8782824967517
 4769765 4771 154 2.589 0.010 -0.34 0.30 1.45 0.11 10.12 0.27 1.28 0.10  9.53 0.25 1.43 0.11 10.06  0.27 1 297.309660 +39.886429
 4770149 4737  80 2.426 0.010  0.00 0.15 1.06 0.08 10.46 0.32 0.99 0.08 10.08 0.30 1.07 0.08 10.49  0.32 2 297.3882028076342 +39.8869862130125
 4770846 4889  80 2.663 0.008  0.09 0.15 1.72 0.11 10.13 0.23 1.64 0.10  9.89 0.23 1.76 0.11 10.24  0.24 2 297.5190992652516 +39.8726609479077
 4771707 4320  80 1.638 0.015 -0.04 0.15 1.03 0.15 25.52 1.59 0.88 0.13 23.50 1.43 1.01 0.15 25.19  1.57 1 297.6879816463340 +39.8712342489250
 4771876 4941 145 3.196 0.008 -0.41 0.30 1.19 0.07  4.55 0.10 1.10 0.06  4.39 0.09 1.21 0.07  4.59  0.10 1 297.719790 +39.864609
 4772722 4744  80 2.489 0.013  0.23 0.15 1.32 0.13 10.83 0.37 1.24 0.12 10.51 0.35 1.33 0.13 10.88  0.37 2 297.8920871184120 +39.8711837701327
 4772940 4596 160 2.345 0.013 -0.34 0.30 1.26 0.14 12.47 0.55 1.09 0.12 11.60 0.50 1.22 0.14 12.30  0.54 2 297.9361389556538 +39.8960147824636
 4772988 5140 181 3.277 0.009  0.26 0.30 1.20 0.08  4.18 0.10 1.26 0.09  4.27 0.11 1.21 0.08  4.18  0.10 1 297.9457238503229 +39.8137943947339
